Total peak time real losses (kW),Total peak time circuit power (kW),Percentage peak time real losses,Total peak time real customer power (kW),Total peak time real commercial power (kW),Total peak time real residential power (kW),Peak load day of year,Peak load hour of day,Peak load minute of hour
34.67622237458618,1106.5499271718588,3.1337241567773018,1071.8879414130076,955.6155977725552,116.27234364045216,174,16,15
